# BUSCO version is: 3.0.2 
# The lineage dataset is: embryophyta_odb10 (Creation date: 2017-12-01, number of species: 60, number of BUSCOs: 1375)
# To reproduce this run: python /ebio/abt6_projects8/alopecurus_genome/bin/anaconda2/envs/busco/bin/run_BUSCO.py -i /tmp/global2/frabanal/Ath_CLR_vs_HiFi/data/patch/3_Merqury_BUSCO/9994.Hifiasm_Canu-Arrow.patch/9994.Hifiasm_Canu-Arrow.patch.contigs.fa -o 9994.Hifiasm_Canu-Arrow.patch.embryophyta_odb10 -l /ebio/abt6_projects8/alopecurus_genome/bin/anaconda2/envs/busco/db/embryophyta_odb10/ -m genome -c 24 -sp arabidopsis
#
# Busco id	Status	Contig	Start	End	Score	Length
10946	Complete	Chr2	2203323	2205994	885.4	473
11038	Complete	Chr4	21048597	21051400	777.6	486
11066	Complete	Chr3	23384371	23388889	889.0	486
11186	Complete	Chr3	11242764	11244970	619.7	391
11264	Complete	Chr1	320482	323941	652.3	442
11319	Complete	Chr1	25965941	25969110	697.1	415
11355	Complete	Chr1	6140839	6143083	888.1	444
11358	Complete	Chr2	13280278	13283782	927.8	505
11381	Complete	Chr2	1529927	1532261	1168.3	590
11449	Complete	Chr5	29116409	29120036	601.9	396
1145	Complete	Chr1	10299829	10303771	1953.4	960
11456	Complete	Chr3	10235643	10242565	1290.0	779
11458	Complete	Chr2	22043041	22044884	631.7	429
11482	Complete	Chr1	33551626	33555621	925.5	478
11487	Complete	Chr4	1084709	1087219	834.2	434
11505	Complete	Chr1	22252216	22256106	1043.6	655
11528	Complete	Chr5	2854631	2857481	895.3	519
11539	Complete	Chr3	5080980	5083058	481.4	409
11549	Complete	Chr1	31634554	31640192	996.5	472
11582	Complete	Chr4	19837171	19839886	888.6	430
11652	Complete	Chr2	19162540	19165449	851.5	434
11698	Complete	Chr1	21753931	21759489	989.9	524
11707	Complete	Chr4	21160809	21163487	478.2	331
11811	Complete	Chr5	25031229	25035249	685.3	397
11823	Complete	Chr2	11694385	11696255	733.7	391
11847	Complete	Chr1	8757264	8760459	596.2	395
1186	Complete	Chr3	23064251	23069786	1489.9	938
1192	Complete	Chr5	20052696	20064082	3604.5	2171
12006	Complete	Chr5	21767566	21775025	1025.7	647
12074	Complete	Chr3	4614806	4618440	913.9	486
1209	Complete	Chr4	12607093	12612713	1513.8	996
12130	Complete	Chr5	24938700	24941852	757.7	377
12152	Complete	Chr4	20993664	20996466	835.8	481
12196	Complete	Chr1	29931941	29934538	808.6	452
12274	Complete	Chr1	5769003	5772297	870.3	482
12306	Complete	Chr3	21804925	21812679	533.3	327
12311	Complete	Chr2	19540199	19544039	507.8	352
12315	Complete	Chr1	22962274	22966449	656.4	348
12451	Complete	Chr3	8813597	8818773	685.7	383
1259	Complete	Chr1	1120374	1125750	1314.6	908
12603	Complete	Chr5	3878959	3882493	948.2	455
12646	Complete	Chr5	28975511	28978008	599.3	362
12661	Complete	Chr4	11035861	11039164	861.4	497
12688	Complete	Chr3	5271706	5275869	870.3	536
12691	Complete	Chr5	29024381	29028495	843.8	475
1271	Complete	Chr1	29201938	29214788	1973.7	1262
12713	Complete	Chr4	21846508	21849210	608.0	456
12904	Complete	Chr5	27422885	27426434	832.9	440
12994	Complete	Chr5	20319459	20322303	677.1	433
13116	Complete	Chr1	8079052	8081952	823.6	444
13146	Complete	Chr1	743601	749554	1046.1	577
13153	Complete	Chr3	5277314	5280097	724.1	420
13167	Complete	Chr3	24475422	24479436	805.7	555
132	Fragmented	Chr1	10763780	10767145	339.1	295
13286	Complete	Chr5	25458583	25462189	685.3	431
13298	Complete	Chr4	14456060	14458921	741.8	480
13340	Complete	Chr5	28828798	28832102	593.4	337
13344	Complete	Chr1	24011699	24016417	523.6	392
13432	Complete	Chr3	19743364	19745958	667.1	368
13497	Complete	Chr1	9587138	9591115	929.8	481
13511	Complete	Chr4	19155512	19159148	713.7	409
13580	Complete	Chr3	23343843	23347039	479.0	304
1361	Complete	Chr5	24608314	24617703	2257.2	1241
13640	Complete	Chr5	1364278	1367508	768.5	389
13641	Complete	Chr3	24760157	24763103	585.5	355
13664	Complete	Chr5	17041085	17045547	869.0	456
13673	Complete	Chr2	20861685	20864927	588.9	351
13704	Complete	Chr5	4807724	4813084	726.7	421
13705	Complete	Chr5	27284349	27287013	520.6	277
13718	Complete	Chr1	21781815	21786596	1159.4	762
13722	Complete	Chr3	10765861	10768258	693.0	377
13759	Complete	Chr2	18777164	18783202	1102.5	697
13774	Complete	Chr4	21167605	21170612	717.7	384
13871	Complete	Chr5	4621472	4624923	705.7	368
13873	Complete	Chr1	22189679	22192459	894.1	438
1396	Complete	Chr3	21188911	21192933	662.1	380
14003	Complete	Chr1	11369775	11372311	619.9	356
14015	Complete	Chr5	4563693	4566989	564.3	466
14019	Complete	Chr2	2158144	2160861	444.8	268
14040	Complete	Chr2	11002620	11007968	858.6	495
1416	Complete	Chr3	4374271	4384700	2740.4	1575
14207	Complete	Chr1	3011715	3016047	710.6	394
14210	Complete	Chr4	21935834	21938075	637.6	346
14270	Complete	Chr5	28880664	28885610	434.3	348
14340	Complete	Chr2	15648122	15653602	1162.6	568
14369	Complete	Chr5	26716968	26719908	524.3	617
14433	Complete	Chr5	4603308	4608198	770.1	429
14441	Complete	Chr5	2398407	2401677	830.6	408
14454	Complete	Chr4	18030350	18033990	850.9	439
14494	Complete	Chr1	32990212	32992127	746.5	397
14541	Complete	Chr5	7480361	7483290	741.5	414
14613	Complete	Chr5	1252349	1255481	689.1	419
14663	Complete	Chr4	15948492	15951483	712.3	498
14702	Complete	Chr1	9495593	9500179	1230.6	953
14728	Complete	Chr1	8039697	8045380	1162.5	727
14819	Complete	Chr1	2480217	2483621	740.0	537
14870	Complete	Chr1	26282997	26285209	705.6	421
14935	Complete	Chr5	27039196	27042435	858.8	412
14965	Complete	Chr2	11165952	11169211	998.9	539
1499	Complete	Chr5	5056781	5068228	2066.3	1274
15016	Complete	Chr3	26138932	26141473	728.7	403
1504	Complete	Chr5	22298998	22302333	945.3	569
15048	Complete	Chr1	2725764	2728392	630.3	340
15055	Complete	Chr2	20078657	20081756	415.4	252
15101	Complete	Chr5	17121358	17124563	801.5	400
15133	Complete	Chr1	30769483	30774770	869.9	549
15145	Complete	Chr2	15076742	15080158	671.8	390
15199	Complete	Chr1	6422295	6428003	724.3	544
15231	Complete	Chr4	11796366	11801062	1058.6	485
15237	Complete	Chr5	3461735	3470615	1030.6	608
15246	Complete	Chr3	478568	481594	784.4	406
15314	Complete	Chr1	10340884	10344125	965.4	538
15320	Complete	Chr4	14258926	14263459	837.6	582
15353	Complete	Chr4	10988042	10990330	409.1	365
15430	Missing
15449	Complete	Chr1	2775847	2778819	808.4	394
15455	Complete	Chr5	514912	517556	674.8	423
15639	Complete	Chr3	360763	362752	779.3	440
1572	Complete	Chr3	6128991	6134669	1272.4	878
15722	Complete	Chr5	28775689	28779279	881.4	454
15732	Fragmented	Chr5	6326217	6327209	242.5	217
15791	Complete	Chr2	11959909	11964630	1064.8	717
15857	Complete	Chr3	9400460	9403138	755.0	410
15884	Complete	Chr5	29139031	29141376	542.1	255
15936	Complete	Chr5	5724054	5729178	940.4	554
15944	Complete	Chr5	9141013	9146050	664.2	380
15945	Complete	Chr1	4205990	4208599	697.3	394
1595	Complete	Chr2	10529749	10534690	1518.9	910
1597	Complete	Chr1	4250157	4256550	1611.9	853
15987	Complete	Chr1	4346843	4349337	782.2	429
1604	Complete	Chr3	21123224	21131493	1614.7	870
16100	Complete	Chr3	20830930	20834198	693.2	403
16186	Complete	Chr2	17013092	17015966	654.1	408
16195	Complete	Chr4	16129942	16135779	772.3	528
16227	Complete	Chr3	1296720	1299310	648.4	362
16229	Complete	Chr4	19471330	19473771	829.1	378
16232	Complete	Chr5	19020475	19022928	874.6	408
16258	Complete	Chr4	17060807	17065381	897.5	465
16260	Complete	Chr4	21959549	21964037	574.6	384
16281	Complete	Chr3	2508879	2512076	789.4	412
16293	Complete	Chr1	33258470	33261638	589.7	374
16336	Complete	Chr1	27849593	27852911	674.0	395
16359	Complete	Chr5	22490780	22493528	644.8	345
1646	Complete	Chr5	23164451	23171419	1166.5	905
1650	Complete	Chr1	97195	101302	1522.3	870
1652	Complete	Chr3	24379858	24385063	1071.9	671
16566	Complete	Chr4	20544943	20547505	432.1	302
16596	Complete	Chr5	4789177	4792765	1078.8	523
16626	Complete	Chr3	1626408	1629270	480.8	273
16698	Complete	Chr4	1165276	1167634	592.0	366
16705	Complete	Chr2	16668156	16670151	748.2	425
16727	Complete	Chr5	9403772	9407313	414.1	330
16812	Complete	Chr2	18737223	18744719	862.3	496
16815	Complete	Chr3	24085606	24088250	529.5	343
16861	Complete	Chr4	19005314	19008136	819.4	382
1690	Complete	Chr5	2160543	2168798	1578.6	957
16922	Complete	Chr5	29305164	29308694	942.5	471
16924	Complete	Chr5	7221390	7228483	1120.6	623
1695	Complete	Chr1	34258281	34263245	1247.1	827
1705	Complete	Chr4	2445136	2450870	1258.9	792
17085	Complete	Chr5	26083756	26087001	709.7	424
17122	Complete	Chr3	22702971	22705356	503.0	476
1715	Complete	Chr1	30756601	30766871	2220.2	1278
17192	Complete	Chr5	197989	202151	546.0	367
17263	Complete	Chr5	25978396	25981689	1030.0	622
1736	Complete	Chr4	19949856	19955615	1633.7	947
17368	Complete	Chr4	19638497	19641263	680.0	353
17377	Complete	Chr2	14415512	14418218	444.4	366
17430	Complete	Chr5	8550464	8553438	763.8	394
17438	Complete	Chr4	18150512	18152696	582.2	322
17483	Complete	Chr5	1723319	1726486	662.4	352
17487	Duplicated	Chr1	30678818	30681102	422.3	311
17487	Duplicated	Chr5	26624645	26627287	411.3	310
17530	Complete	Chr4	10228496	10234836	473.6	422
17539	Complete	Chr3	190269	192556	625.8	323
17540	Complete	Chr5	414159	416546	402.0	316
17548	Complete	Chr2	17673301	17677179	635.6	368
1758	Complete	Chr3	23947574	23952699	1493.7	946
17673	Complete	Chr2	15721886	15724396	636.4	347
17711	Complete	Chr5	26708565	26712043	409.9	281
1772	Complete	Chr3	2423869	2428965	1189.1	783
17782	Complete	Chr5	26047679	26051266	209.8	376
17812	Complete	Chr4	12235965	12239284	924.4	468
1795	Complete	Chr3	991116	997489	1397.5	816
17956	Complete	Chr1	34330995	34333388	414.6	340
17992	Complete	Chr3	3037259	3040881	729.0	395
17999	Complete	Chr5	30105325	30108461	584.6	372
18017	Complete	Chr1	23068831	23070924	480.9	331
18028	Complete	Chr1	5484463	5486488	644.1	385
1803	Complete	Chr2	19470747	19476545	1523.3	821
18081	Complete	Chr1	6874079	6877909	817.3	467
18137	Complete	Chr3	10457966	10465034	973.7	730
18148	Complete	Chr5	21239593	21242568	702.0	369
18233	Complete	Chr2	20829055	20831350	812.7	448
18242	Complete	Chr1	2089352	2096233	963.2	473
18307	Complete	Chr1	12374656	12378435	481.4	321
18390	Complete	Chr5	17873488	17875627	682.4	349
18418	Complete	Chr2	14985619	14989907	598.6	829
18447	Complete	Chr1	33517865	33520678	336.3	314
18473	Complete	Chr1	29119644	29123201	733.0	388
18515	Complete	Chr5	22393094	22395885	676.8	346
18520	Complete	Chr4	14449250	14453022	665.1	381
18521	Complete	Chr1	27639691	27643436	784.2	406
18562	Complete	Chr2	21071577	21075012	731.0	380
18589	Complete	Chr3	23077874	23080614	868.5	439
18609	Complete	Chr1	24975460	24982387	757.9	551
18648	Complete	Chr3	5352962	5356195	716.2	417
18661	Complete	Chr3	19599900	19603427	803.7	385
18681	Complete	Chr1	25133863	25137313	732.3	382
18739	Complete	Chr3	2210058	2212586	600.4	354
18816	Complete	Chr5	6535138	6537912	609.6	360
18830	Complete	Chr4	10082698	10084912	698.8	396
18861	Complete	Chr5	8310753	8313854	581.8	367
18895	Complete	Chr3	26427774	26431560	412.0	332
18977	Complete	Chr2	20968044	20972562	783.1	473
19009	Complete	Chr1	2067420	2070180	594.3	322
19032	Complete	Chr5	4543922	4546502	573.7	349
1907	Missing
1909	Complete	Chr3	2736902	2743647	1315.7	747
19133	Complete	Chr3	19931	22166	691.9	347
19171	Complete	Chr5	1002820	1005422	604.4	385
19204	Complete	Chr1	32476418	32479678	747.4	370
19223	Complete	Chr1	5760650	5763129	506.2	313
19273	Complete	Chr1	2703914	2707735	788.0	394
19275	Complete	Chr3	57830	60720	445.4	416
19301	Complete	Chr5	23234504	23238464	488.7	334
19358	Complete	Chr1	21631990	21635666	905.5	565
19393	Complete	Chr2	19435522	19437689	590.8	303
194	Complete	Chr2	13873715	13888252	3579.0	1861
1940	Complete	Chr2	17505554	17510677	1563.8	819
19468	Complete	Chr1	29435441	29437250	485.3	292
19516	Complete	Chr5	29141781	29144092	629.5	322
19525	Complete	Chr5	19559341	19562465	734.7	363
19531	Complete	Chr1	5563524	5565751	714.5	385
19569	Complete	Chr5	25567217	25569670	781.0	379
19590	Complete	Chr4	9306949	9310573	773.9	436
19619	Complete	Chr4	19483749	19488086	575.6	438
19666	Complete	Chr1	3464972	3469059	887.7	485
19697	Complete	Chr4	16293874	16297391	700.4	367
19738	Complete	Chr4	13438274	13441333	680.9	380
19803	Complete	Chr5	29508971	29512172	616.7	349
19945	Complete	Chr1	31017473	31019716	604.8	320
19954	Complete	Chr5	19724770	19728614	571.4	342
2	Complete	Chr3	448252	465952	7119.9	4156
20057	Complete	Chr1	32041206	32042918	681.7	383
20059	Complete	Chr3	1155081	1159620	1411.6	779
20074	Complete	Chr2	11647029	11649518	658.2	390
20117	Complete	Chr3	520074	522627	576.7	312
20129	Complete	Chr5	30120110	30122301	551.4	331
20134	Complete	Chr1	1197349	1199715	613.8	324
20145	Complete	Chr1	32456389	32458465	585.3	331
2015	Complete	Chr1	2927740	2932168	1144.6	728
20159	Complete	Chr1	1287785	1292240	816.8	394
20231	Complete	Chr2	600172	603048	606.5	386
20255	Complete	Chr2	11518745	11522542	713.9	417
2026	Complete	Chr2	22037453	22043136	1649.1	962
20314	Complete	Chr5	26641734	26644542	540.6	376
20349	Complete	Chr3	16712066	16714058	632.5	368
20398	Complete	Chr1	661286	664071	519.8	297
20404	Complete	Chr2	16660119	16662588	470.5	336
20427	Missing
20518	Complete	Chr5	29867583	29870228	622.4	492
20619	Complete	Chr3	6399742	6404762	1090.3	587
20630	Complete	Chr4	10842523	10845512	583.9	273
2067	Complete	Chr1	8887840	8895045	1362.6	897
2072	Complete	Chr2	15785029	15790689	1420.0	815
20743	Complete	Chr4	13800813	13803676	466.6	363
20749	Complete	Chr1	8648163	8650097	572.5	362
20805	Complete	Chr3	3385270	3386774	589.9	336
20809	Complete	Chr1	28031425	28035217	533.4	370
20813	Complete	Chr3	10247257	10249731	600.5	497
20974	Complete	Chr5	28156146	28158318	626.9	361
21005	Complete	Chr3	22760206	22763485	402.7	281
21058	Complete	Chr3	24274214	24276147	622.5	354
21098	Complete	Chr5	29414759	29416810	746.8	361
21103	Complete	Chr1	24894614	24897385	764.8	369
21166	Complete	Chr5	1908441	1910920	561.5	373
21201	Complete	Chr4	9243942	9245521	540.8	324
21214	Complete	Chr4	19883666	19890103	428.4	346
2125	Complete	Chr2	19039376	19044677	1114.8	678
2132	Complete	Chr5	29220638	29224765	1446.4	763
2134	Complete	Chr5	5207271	5211238	1605.8	950
2136	Complete	Chr3	21311182	21316631	1091.3	773
21398	Complete	Chr1	24830645	24833028	640.4	316
21410	Complete	Chr1	29047088	29049359	342.4	257
21418	Complete	Chr3	24344770	24347612	581.4	373
21429	Complete	Chr2	16274840	16278437	868.3	481
21705	Complete	Chr2	18638515	18641859	322.1	240
2177	Complete	Chr5	2337864	2342654	959.3	675
21795	Complete	Chr4	18169646	18172590	611.3	395
21847	Missing
21891	Complete	Chr3	7553393	7556293	798.6	417
21952	Complete	Chr5	1550568	1553576	830.1	436
21962	Complete	Chr4	383093	385773	627.6	331
21970	Complete	Chr1	1450760	1453069	505.9	263
21983	Complete	Chr5	6406586	6409541	766.6	385
21990	Complete	Chr5	28198830	28200727	682.7	387
22074	Complete	Chr3	18732354	18734989	542.3	304
22095	Complete	Chr2	9251471	9255573	633.7	426
2214	Complete	Chr5	17714304	17721838	1145.7	868
2216	Complete	Chr3	6431062	6435619	1524.9	820
22191	Complete	Chr1	28650427	28653614	456.0	259
22207	Complete	Chr5	3079076	3083513	938.6	477
22231	Complete	Chr2	18960481	18963630	652.6	329
22265	Complete	Chr4	13198644	13202003	199.3	359
22269	Complete	Chr5	22504177	22507380	702.6	500
22270	Complete	Chr5	25569594	25574035	1001.7	693
22284	Complete	Chr3	4325856	4328951	637.1	356
22390	Complete	Chr5	5530160	5538220	476.1	334
22507	Complete	Chr2	18170266	18177769	637.5	368
22523	Complete	Chr1	3385767	3390256	573.4	529
22566	Complete	Chr4	17334623	17337256	616.2	317
22573	Complete	Chr4	13926619	13930433	824.5	427
22593	Complete	Chr3	8059496	8061877	482.7	290
22629	Complete	Chr5	1062263	1065255	823.7	506
22676	Complete	Chr4	20738655	20742266	826.6	496
227	Complete	Chr5	6810948	6820733	1262.5	962
2270	Complete	Chr2	2422243	2426259	1575.7	818
22716	Complete	Chr4	810052	815269	605.2	350
22750	Duplicated	Chr1	34095561	34098189	358.9	210
22750	Duplicated	Chr3	2202849	2205479	352.0	225
22790	Complete	Chr2	13627953	13630864	573.9	315
22839	Complete	Chr5	2006234	2008145	727.3	398
22866	Complete	Chr3	24463773	24465611	675.4	328
23036	Complete	Chr2	2477820	2480632	660.6	367
2316	Complete	Chr4	14783576	14788169	956.8	805
23184	Complete	Chr3	25010301	25012708	550.3	325
23205	Complete	Chr1	29788548	29791579	804.1	429
2329	Complete	Chr2	2026043	2031344	1254.9	765
23363	Complete	Chr3	3929913	3932384	651.7	325
2337	Complete	Chr1	28055567	28059851	1202.5	928
23387	Complete	Chr3	23516641	23519593	439.7	287
23401	Duplicated	Chr3	20280040	20282896	787.5	402
23401	Duplicated	Chr5	847848	854226	743.1	402
2348	Complete	Chr4	18937108	18940762	1416.5	881
2350	Complete	Chr5	28799212	28811840	1496.3	871
23529	Complete	Chr2	12988589	12990923	529.6	406
23530	Complete	Chr4	1103565	1106448	606.0	403
23555	Complete	Chr1	10657466	10661297	694.1	339
23620	Complete	Chr5	1856888	1859742	458.1	266
23695	Complete	Chr3	22723812	22726409	326.7	463
2374	Complete	Chr5	5346194	5350645	1066.6	724
23821	Complete	Chr5	8855369	8857668	435.7	248
23840	Complete	Chr5	25971785	25973095	407.0	278
23940	Complete	Chr1	24563781	24565567	409.3	305
23974	Complete	Chr3	26068887	26070711	403.6	277
24060	Complete	Chr5	2947737	2949554	415.1	261
24065	Complete	Chr4	20748388	20751345	577.4	336
24076	Complete	Chr5	27145734	27148078	617.5	327
24139	Complete	Chr5	7825689	7828321	707.4	364
24178	Complete	Chr4	18144891	18147460	488.0	298
2423	Complete	Chr5	27198842	27206143	1291.4	763
24270	Complete	Chr3	22044469	22052926	2046.4	1979
24305	Complete	Chr1	23087631	23091240	673.2	327
24313	Complete	Chr3	2794987	2797959	705.6	480
2432	Complete	Chr1	34005662	34011950	1213.0	707
2435	Complete	Chr5	1690705	1695435	1049.4	694
2440	Complete	Chr5	9588380	9593102	1285.4	932
24410	Complete	Chr5	5961281	5963431	775.2	469
24497	Missing
24519	Complete	Chr2	14193171	14195413	439.3	268
2457	Complete	Chr5	20670141	20677799	1857.6	949
24578	Complete	Chr1	925068	927548	483.2	300
24614	Complete	Chr3	21291483	21294389	597.0	313
24662	Complete	Chr3	26840722	26843741	451.8	308
24732	Complete	Chr4	17404389	17406644	389.0	253
24791	Complete	Chr1	28735428	28738694	560.8	334
24812	Complete	Chr5	744078	746735	684.3	378
24854	Complete	Chr1	8131396	8137457	548.0	316
2490	Complete	Chr5	1227168	1234255	1401.2	780
24922	Complete	Chr1	26242084	26244748	543.1	301
2497	Complete	Chr2	16188970	16193544	1303.8	762
24994	Complete	Chr4	13560497	13563450	554.3	379
25047	Complete	Chr1	344191	345945	537.1	310
25131	Complete	Chr5	20711965	20716888	497.9	310
25147	Complete	Chr4	1683752	1685330	385.5	309
25250	Complete	Chr3	1218697	1221490	557.0	332
25308	Complete	Chr5	29219177	29220512	394.0	270
25320	Complete	Chr2	10513050	10515591	735.4	379
25373	Complete	Chr5	30102637	30105106	735.5	348
25497	Complete	Chr5	6551884	6554103	570.2	324
2551	Fragmented	Chr3	8258518	8262236	517.3	434
25531	Complete	Chr2	19338282	19340614	700.2	337
25587	Complete	Chr2	20810052	20811890	510.4	328
2560	Complete	Chr5	18523953	18529896	1307.3	873
25652	Complete	Chr1	10871694	10874156	452.3	261
25671	Complete	Chr3	22743863	22746317	416.6	267
25703	Complete	Chr5	22544996	22547200	413.4	312
25706	Complete	Chr2	16644935	16647259	405.1	264
2572	Complete	Chr1	10310857	10318601	1615.8	902
2576	Complete	Chr4	12586500	12590695	1158.8	720
25776	Complete	Chr5	20969918	20973410	687.9	350
25914	Duplicated	Chr3	26213802	26216064	364.8	238
25914	Duplicated	Chr5	17785739	17787798	355.6	238
2600	Complete	Chr3	18036080	18040630	1196.1	708
26002	Duplicated	Chr1	4005230	4008664	588.2	413
26002	Duplicated	Chr5	12476914	12480138	588.5	383
26006	Complete	Chr5	26766663	26769332	704.1	403
26078	Complete	Chr3	5764002	5766196	359.2	303
26119	Complete	Chr5	6188289	6189657	540.8	286
26145	Complete	Chr1	10971859	10973923	606.0	291
26262	Complete	Chr4	18446924	18453229	394.3	281
26276	Complete	Chr3	3837653	3840777	509.0	276
26303	Complete	Chr4	9651971	9655367	767.5	418
26380	Complete	Chr5	21951207	21954177	453.8	266
26393	Missing
26404	Complete	Chr3	25000694	25003971	574.0	326
26410	Complete	Chr1	30146932	30151651	656.2	319
26521	Complete	Chr2	20787839	20790322	588.1	322
2654	Complete	Chr2	708289	714268	1195.8	733
2656	Complete	Chr1	28098392	28102070	989.0	671
26586	Complete	Chr3	10071310	10074360	653.1	377
26613	Complete	Chr1	2691353	2693671	535.2	287
26651	Complete	Chr3	24548030	24551847	530.3	402
26656	Complete	Chr5	26410056	26412677	582.5	280
26742	Complete	Chr4	20306880	20309273	678.1	312
26764	Complete	Chr1	1184569	1189488	1099.0	844
26766	Complete	Chr1	27797838	27799623	457.7	274
26782	Complete	Chr3	23015359	23018398	539.7	299
2679	Complete	Chr4	2277541	2283660	1455.9	782
26834	Complete	Chr5	9644448	9647195	332.9	209
26865	Complete	Chr3	2296771	2298829	470.6	278
26934	Complete	Chr3	26781231	26783170	272.7	207
26935	Complete	Chr2	2137866	2140955	604.2	368
270	Complete	Chr2	7916146	7928296	1897.6	1183
27061	Complete	Chr5	7272201	7275587	739.7	441
27092	Complete	Chr2	11399853	11402440	420.2	342
27096	Complete	Chr3	6155992	6158209	764.0	358
271	Complete	Chr2	12484419	12489599	1257.5	936
27102	Complete	Chr5	28594975	28597162	598.6	348
27117	Complete	Chr1	7446535	7448072	414.5	212
27186	Complete	Chr1	34333596	34336006	411.1	287
27233	Complete	Chr1	4144776	4147850	643.2	332
27247	Complete	Chr1	1300356	1304622	1125.4	887
27256	Complete	Chr2	18948234	18951383	518.1	272
27263	Complete	Chr4	9798642	9803990	597.3	296
27286	Complete	Chr5	6750132	6752256	541.2	285
27333	Complete	Chr1	5098905	5101064	617.0	309
27353	Complete	Chr5	19613628	19616578	770.6	425
27406	Complete	Chr2	12362575	12365925	683.3	360
27466	Complete	Chr3	22734722	22743272	716.2	465
27476	Complete	Chr5	18943121	18944929	461.9	260
275	Complete	Chr5	27302126	27310101	1552.6	1277
27515	Complete	Chr5	3260226	3263683	697.6	343
27558	Complete	Chr3	20219172	20221652	469.0	278
27562	Complete	Chr5	6775529	6777387	407.0	272
27665	Complete	Chr3	22799516	22801890	561.1	278
27674	Complete	Chr2	10389003	10391538	403.4	314
2768	Complete	Chr1	10493388	10498671	1143.5	622
27793	Complete	Chr4	21911233	21914805	703.2	331
27896	Complete	Chr1	32463260	32465088	437.1	223
2792	Complete	Chr4	1414963	1419573	1131.7	658
27968	Complete	Chr5	5458863	5462695	350.5	223
27993	Complete	Chr1	7611787	7614157	543.9	281
28001	Complete	Chr4	21438198	21440236	434.3	276
28052	Missing
28084	Complete	Chr2	10858015	10862122	655.6	361
28124	Complete	Chr3	2244820	2246348	450.1	258
28216	Complete	Chr2	15853461	15857006	764.3	414
2822	Complete	Chr2	16042245	16048130	1296.1	672
28226	Complete	Chr1	23536194	23537567	493.2	284
28262	Complete	Chr1	24874490	24878063	563.1	328
28337	Complete	Chr4	19803910	19806595	539.0	376
28502	Complete	Chr3	5784047	5788504	876.5	533
28699	Complete	Chr1	24955592	24957568	529.2	296
28731	Complete	Chr3	20221747	20224455	693.5	366
28771	Complete	Chr5	2919601	2922099	337.9	261
28786	Complete	Chr3	20472391	20478967	672.5	403
28795	Complete	Chr5	5806246	5808988	585.7	302
288	Complete	Chr4	10407281	10412543	1590.5	1103
28943	Complete	Chr3	3496517	3499793	532.1	276
2905	Complete	Chr1	944114	947612	1084.6	552
2907	Complete	Chr3	7183882	7190912	1304.6	708
29216	Complete	Chr1	33030332	33032806	545.1	279
